identifier	project_id	status	title
SMA-34913	915627d9-d97a-440d-9e50-47c46dcb0eb6	done	Estimate per-trade slippage + commission impact on 15m BTC perp entries
SMA-34911	ba6b1beb-575f-4959-b19a-c5ff2c72cb0e	done	[dispatch 2026-07-18] Design multi-TF VPVR+funding SPEC
SMA-34909	ba6b1beb-575f-4959-b19a-c5ff2c72cb0e	done	[smark-decision-cycle 2026-07-18 11:00] 0 resolved / 0 escalated / 3 untouched (fresh dispatch + 2 in_progress high)
SMA-34901	d1f4d321-98ed-459d-b3d4-ceacbde591ab	in_progress	Code VPVR confluence backtest: enter at HVN support + funding >0.03% → exit at next LVN
SMA-34900	ba6b1beb-575f-4959-b19a-c5ff2c72cb0e	done	[dispatch 2026-07-18] Analyze trade execution slippage for 15m BTC perp entries
SMA-34899	3bfac0d2-f958-4cba-91d6-c3c7902b1b6c	done	Build funding rate spread heatmap: BTC vs ETH vs SOL, 1h intervals, last 30 days
SMA-34870	99e0c1c1-350c-44de-9597-4bcea7517d9e	done	[meta] audit-by-replication: future audits must check ALL data locations, not just ~/data/
SMA-34734	d1f4d321-98ed-459d-b3d4-ceacbde591ab	done	[Campaign 2026-07-17] VPVR variant sweep iter#70+ — funding-carry asymmetry cross-timeframe + options filter
SMA-34733	d1f4d321-98ed-459d-b3d4-ceacbde591ab	done	[Campaign 2026-07-17] VPVR variant sweep iter#70+ — funding-carry-asym cross-TF family
SMA-30054	915627d9-d97a-440d-9e50-47c46dcb0eb6	in_progress	[ROOT GOAL] Financial trading profit — multica 是工具不是产品
