strategy_dir,file_path,module_type,short_description,reusable_in_shared,reason,lines_of_code
options_macro_sentiment,_graveyard/options_macro_sentiment/vpvr_macro_calendar_4h_20260715/build_signals.py,signal_generation,"functions: _atr, _vpvr_poc, _macro_proximity_bars, build_signals",yes,generic indicator/signal functions should migrate to _shared/indicators,123
options_macro_sentiment,_graveyard/options_macro_sentiment/vpvr_macro_calendar_4h_20260715/data_loader.py,data_utils,functions: load_btcusdt_4h,yes,data loading/universe/calendar utilities belong in _shared/data,35
options_macro_sentiment,_graveyard/options_macro_sentiment/vpvr_macro_calendar_4h_20260715/framework_adapter_backtrader.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific backtrader coupling,310
options_macro_sentiment,_graveyard/options_macro_sentiment/vpvr_macro_calendar_4h_20260715/framework_adapter_freqtrade.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific freqtrade coupling,348
options_macro_sentiment,_graveyard/options_macro_sentiment/vpvr_macro_calendar_4h_20260715/framework_adapter_vectorbt.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific vectorbt coupling; framework-specific backtrader coupling; framework-specific freqtrade coupling,492
options_macro_sentiment,_graveyard/options_macro_sentiment/vpvr_macro_calendar_4h_20260715/macro_calendar.py,data_utils,"functions: high_impact_event_dates, is_high_impact_event_date",yes,data loading/universe/calendar utilities belong in _shared/data,134
options_macro_sentiment,_graveyard/options_macro_sentiment/vpvr_macro_calendar_4h_20260715/run_backtest.py,data_utils,"functions: _ann_factor_for_tf, _compute_metrics, _write_summary, _write_trades_csv, _write_equity_csv",maybe,orchestration helpers can be templated in _shared/templates,219
options_macro_sentiment,_graveyard/options_macro_sentiment/vpvr_macro_calendar_4h_20260715/strategy.py,entry,strategy entry/run script,maybe,entry files are strategy-specific but can inspire templates,151
options_macro_sentiment,_graveyard/options_macro_sentiment/vpvr_onchain_proxy_1h_20260711/data_loader.py,data_utils,functions: load_all,yes,data loading/universe/calendar utilities belong in _shared/data,32
options_macro_sentiment,_graveyard/options_macro_sentiment/vpvr_onchain_proxy_1h_20260711/framework_adapter_backtrader.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific backtrader coupling,370
options_macro_sentiment,_graveyard/options_macro_sentiment/vpvr_onchain_proxy_1h_20260711/framework_adapter_vectorbt.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific vectorbt coupling,373
options_macro_sentiment,_graveyard/options_macro_sentiment/vpvr_onchain_proxy_1h_20260711/run_backtest.py,data_utils,"functions: _summarise, _write_trades, _write_equity, main",maybe,orchestration helpers can be templated in _shared/templates,133
options_macro_sentiment,_graveyard/options_macro_sentiment/vpvr_onchain_proxy_1h_20260711/strategy.py,entry,strategy entry/run script,maybe,entry files are strategy-specific but can inspire templates,306
options_macro_sentiment,_graveyard/options_macro_sentiment/vpvr_options_putcall_oi_pressure_8h_20260715/build_signals.py,signal_generation,"functions: _atr, _vpvr_poc, _z_score, build_signals",yes,generic indicator/signal functions should migrate to _shared/indicators,112
options_macro_sentiment,_graveyard/options_macro_sentiment/vpvr_options_putcall_oi_pressure_8h_20260715/framework_adapter_backtrader.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific backtrader coupling,417
options_macro_sentiment,_graveyard/options_macro_sentiment/vpvr_options_putcall_oi_pressure_8h_20260715/framework_adapter_freqtrade.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific freqtrade coupling,329
options_macro_sentiment,_graveyard/options_macro_sentiment/vpvr_options_putcall_oi_pressure_8h_20260715/run_backtest.py,data_utils,"functions: _load_8h_ohlcv_with_pcr_proxy, _ann_factor_for_tf, _compute_metrics, _write_summary, _write_trades_csv",maybe,orchestration helpers can be templated in _shared/templates,260
options_macro_sentiment,_graveyard/options_macro_sentiment/vpvr_options_putcall_oi_pressure_8h_20260715/strategy.py,entry,strategy entry/run script,maybe,entry files are strategy-specific but can inspire templates,147
options_macro_sentiment,_graveyard/options_macro_sentiment/vpvr_stable_depeg_regime_4h_20260716/build_signals.py,signal_generation,"functions: _atr, _vpvr_poc, build_signals",yes,generic indicator/signal functions should migrate to _shared/indicators,100
options_macro_sentiment,_graveyard/options_macro_sentiment/vpvr_stable_depeg_regime_4h_20260716/framework_adapter_backtrader.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific backtrader coupling; framework-specific freqtrade coupling,521
options_macro_sentiment,_graveyard/options_macro_sentiment/vpvr_stable_depeg_regime_4h_20260716/framework_adapter_freqtrade.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific freqtrade coupling,347
options_macro_sentiment,_graveyard/options_macro_sentiment/vpvr_stable_depeg_regime_4h_20260716/run_backtest.py,data_utils,"functions: _make_synthetic_data, _compute_metrics, main",maybe,orchestration helpers can be templated in _shared/templates,115
options_macro_sentiment,_graveyard/options_macro_sentiment/vpvr_stable_depeg_regime_4h_20260716/run_cpcv.py,data_utils,"functions: _build_strategy_returns, _sanitize, main",yes,data loading/universe/calendar utilities belong in _shared/data,182
options_macro_sentiment,_graveyard/options_macro_sentiment/vpvr_stable_depeg_regime_4h_20260716/strategy.py,entry,strategy entry/run script,maybe,entry files are strategy-specific but can inspire templates,152
options_macro_sentiment,_graveyard/options_macro_sentiment/vpvr_stable_depeg_regime_4h_20260716_p3opt_091/build_signals.py,signal_generation,"functions: _atr, _vpvr_poc, build_signals",yes,generic indicator/signal functions should migrate to _shared/indicators,138
options_macro_sentiment,_graveyard/options_macro_sentiment/vpvr_stable_depeg_regime_4h_20260716_p3opt_091/framework_adapter_backtrader.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific backtrader coupling; framework-specific freqtrade coupling,521
options_macro_sentiment,_graveyard/options_macro_sentiment/vpvr_stable_depeg_regime_4h_20260716_p3opt_091/framework_adapter_freqtrade.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific freqtrade coupling,347
options_macro_sentiment,_graveyard/options_macro_sentiment/vpvr_stable_depeg_regime_4h_20260716_p3opt_091/run_backtest.py,data_utils,"functions: _make_synthetic_data, _compute_metrics, main",maybe,orchestration helpers can be templated in _shared/templates,115
options_macro_sentiment,_graveyard/options_macro_sentiment/vpvr_stable_depeg_regime_4h_20260716_p3opt_091/run_cpcv.py,data_utils,"functions: _build_strategy_returns, _sanitize, main",yes,data loading/universe/calendar utilities belong in _shared/data,192
options_macro_sentiment,_graveyard/options_macro_sentiment/vpvr_stable_depeg_regime_4h_20260716_p3opt_091/strategy.py,entry,strategy entry/run script,maybe,entry files are strategy-specific but can inspire templates,156
pairs_cointegration_1d_20260709,pairs_cointegration_1d_20260709/backtest.py,data_utils,"functions: load_config, _print_summary, main",yes,data loading/universe/calendar utilities belong in _shared/data,82
pairs_cointegration_1d_20260709,pairs_cointegration_1d_20260709/cointegration.py,signal_generation,"classes: HedgeRatio, EGTestResult; functions: _to_1d_float, _align, ols_hedge_ratio, compute_spread, engle_granger_test",yes,generic indicator/signal functions should migrate to _shared/indicators,382
pairs_cointegration_1d_20260709,pairs_cointegration_1d_20260709/data_loader.py,data_utils,"classes: SourceManifest; functions: _sha256, build_source_manifest, _read_1m, _resample_1d, load_symbol_1d",yes,data loading/universe/calendar utilities belong in _shared/data,180
pairs_cointegration_1d_20260709,pairs_cointegration_1d_20260709/framework_adapter_freqtrade.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific freqtrade coupling,340
pairs_cointegration_1d_20260709,pairs_cointegration_1d_20260709/optimize.py,evaluation_metrics,"functions: _sanitize, make_cfg, select_pairs_filtered, build_returns_series, evaluate_combo",yes,metric implementations belong in _shared/validation or _shared/evaluation,409
pairs_cointegration_1d_20260709,pairs_cointegration_1d_20260709/portfolio.py,data_utils,"classes: _RiskCfg, PairAllocation, _PairsDict; functions: apply_pair_constraints",yes,data loading/universe/calendar utilities belong in _shared/data,384
pairs_cointegration_1d_20260709,pairs_cointegration_1d_20260709/run_backtest.py,data_utils,"classes: PairCandidate, MultiPairResult; functions: select_pairs, rolling_eg_timeseries, find_coint_breaks, run_multi_pair_backtest, persist_results",maybe,orchestration helpers can be templated in _shared/templates,520
pairs_cointegration_1d_20260709,pairs_cointegration_1d_20260709/strategy.py,entry,strategy entry/run script,maybe,entry files are strategy-specific but can inspire templates,533
pairs_cointegration_1d_20260709,pairs_cointegration_1d_20260709/walk_forward.py,data_utils,functions: main,yes,data loading/universe/calendar utilities belong in _shared/data,77
paper_trading,_graveyard/paper_trading/paper_trading_mtf_xs_pairs_eth_sol_20260719/fill_engine.py,execution_cost,"classes: KlineBar, PaperAccount; functions: _parse_kline_msg, _ws_url, _load_strategy_history, _load_strategy_funding, _run_strategy_for_diff",yes,cost models belong in _shared/execution,687
paper_trading,_graveyard/paper_trading/paper_trading_mtf_xs_pairs_eth_sol_20260719/kill_criteria.py,risk_sizing,"classes: KillState, MetricsSnapshot; functions: evaluate",yes,position sizing primitives belong in _shared/sizing,116
paper_trading,_graveyard/paper_trading/paper_trading_mtf_xs_pairs_eth_sol_20260719/paper_runner.py,data_utils,"classes: KillState; functions: _load_config, _apply_cost, _load_live_bars, _evaluate_kill_criteria, _append_daily_metrics",yes,data loading/universe/calendar utilities belong in _shared/data,239
trend_multi_tf_momentum_cascade_4h_1h_15m_20260714,trend_multi_tf_momentum_cascade_4h_1h_15m_20260714/data_loader.py,data_utils,"classes: SourceManifest; functions: _sha256, _normalize_ohlcv, _read_source, load_symbol_tf, load_symbol_multi",yes,data loading/universe/calendar utilities belong in _shared/data,145
trend_multi_tf_momentum_cascade_4h_1h_15m_20260714,trend_multi_tf_momentum_cascade_4h_1h_15m_20260714/run_backtest.py,data_utils,"functions: _trade_rows, main",maybe,orchestration helpers can be templated in _shared/templates,129
trend_multi_tf_momentum_cascade_4h_1h_15m_20260714,trend_multi_tf_momentum_cascade_4h_1h_15m_20260714/strategy.py,entry,strategy entry/run script,maybe,entry files are strategy-specific but can inspire templates,334
trend_multi_tf_momentum_cascade_4h_1h_15m_20260714,trend_multi_tf_momentum_cascade_4h_1h_15m_20260714/walk_forward.py,data_utils,"classes: WindowSlice; functions: build_schedule, slice_frames, _run, _equity_curve, _metrics",yes,data loading/universe/calendar utilities belong in _shared/data,259
trend_regime_gate_1d_adx_4h_1h_20260714,trend_regime_gate_1d_adx_4h_1h_20260714/data_loader.py,data_utils,"classes: SourceManifest; functions: _sha256, _normalize_ohlcv, _read_source, load_symbol_1h, load_symbol_4h",yes,data loading/universe/calendar utilities belong in _shared/data,199
trend_regime_gate_1d_adx_4h_1h_20260714,trend_regime_gate_1d_adx_4h_1h_20260714/run_backtest.py,data_utils,"functions: _trade_rows, main",maybe,orchestration helpers can be templated in _shared/templates,156
trend_regime_gate_1d_adx_4h_1h_20260714,trend_regime_gate_1d_adx_4h_1h_20260714/strategy.py,entry,strategy entry/run script,maybe,entry files are strategy-specific but can inspire templates,404
trend_regime_gate_1d_adx_4h_1h_20260714,trend_regime_gate_1d_adx_4h_1h_20260714/walk_forward.py,data_utils,"classes: WindowSlice; functions: build_schedule, slice_frames, _run, _equity_curve, _metrics",yes,data loading/universe/calendar utilities belong in _shared/data,308
vol_breakout_2tf_vpvr_confluence_4h_20260712,vol_breakout_2tf_vpvr_confluence_4h_20260712/data_loader.py,data_utils,"classes: SourceManifest; functions: _sha256, _source_filename, _normalize_ohlcv, _read_source, build_source_manifest",yes,data loading/universe/calendar utilities belong in _shared/data,213
vol_breakout_2tf_vpvr_confluence_4h_20260712,vol_breakout_2tf_vpvr_confluence_4h_20260712/indicators.py,signal_generation,"functions: load_config, realized_vol, vol_median, vol_regime, true_range",yes,generic indicator/signal functions should migrate to _shared/indicators,274
vol_breakout_2tf_vpvr_confluence_4h_20260712,vol_breakout_2tf_vpvr_confluence_4h_20260712/run_backtest.py,data_utils,"functions: _trade_rows, _per_symbol_metrics, main",maybe,orchestration helpers can be templated in _shared/templates,201
vol_breakout_2tf_vpvr_confluence_4h_20260712,vol_breakout_2tf_vpvr_confluence_4h_20260712/strategy.py,entry,strategy entry/run script,maybe,entry files are strategy-specific but can inspire templates,539
vol_breakout_2tf_vpvr_confluence_4h_20260712,vol_breakout_2tf_vpvr_confluence_4h_20260712/walk_forward.py,anti_pattern,strategy-specific or duplicated code,no,framework-specific backtrader coupling; framework-specific freqtrade coupling; inline metrics duplicated from _shared/evaluation,523
vol_breakout_vpvr_val_fade_1h_5m_20260714,vol_breakout_vpvr_val_fade_1h_5m_20260714/data_loader.py,data_utils,"classes: SourceManifest; functions: _sha256, _normalize_5m, _normalize_1h, _read_5m, _read_1h",yes,data loading/universe/calendar utilities belong in _shared/data,371
vol_breakout_vpvr_val_fade_1h_5m_20260714,vol_breakout_vpvr_val_fade_1h_5m_20260714/framework_adapter_backtrader.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific backtrader coupling; framework-specific freqtrade coupling,154
vol_breakout_vpvr_val_fade_1h_5m_20260714,vol_breakout_vpvr_val_fade_1h_5m_20260714/framework_adapter_freqtrade.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific freqtrade coupling,204
vol_breakout_vpvr_val_fade_1h_5m_20260714,vol_breakout_vpvr_val_fade_1h_5m_20260714/run_backtest.py,data_utils,"functions: _bars_per_year, _write_trades_csv, _write_equity_csv, _gate_row, main",maybe,orchestration helpers can be templated in _shared/templates,216
vol_breakout_vpvr_val_fade_1h_5m_20260714,vol_breakout_vpvr_val_fade_1h_5m_20260714/scripts/b6_aggregate.py,anti_pattern,strategy-specific or duplicated code,no,framework-specific backtrader coupling; framework-specific freqtrade coupling,94
vol_breakout_vpvr_val_fade_1h_5m_20260714,vol_breakout_vpvr_val_fade_1h_5m_20260714/scripts/b6_bootstrap.py,data_utils,"functions: load_returns, bootstrap_sharpe_like, percentile, main",yes,data loading/universe/calendar utilities belong in _shared/data,86
vol_breakout_vpvr_val_fade_1h_5m_20260714,vol_breakout_vpvr_val_fade_1h_5m_20260714/scripts/b6_fwer.py,evaluation_metrics,"functions: load_returns, block_bootstrap, sharpe_like, one_sided_p_value, main",yes,metric implementations belong in _shared/validation or _shared/evaluation,120
vol_breakout_vpvr_val_fade_1h_5m_20260714,vol_breakout_vpvr_val_fade_1h_5m_20260714/strategy.py,entry,strategy entry/run script,maybe,entry files are strategy-specific but can inspire templates,420
vol_breakout_vpvr_val_fade_1h_5m_20260714,vol_breakout_vpvr_val_fade_1h_5m_20260714/walk_forward.py,data_utils,"functions: _max_drawdown, walk_forward",yes,data loading/universe/calendar utilities belong in _shared/data,154
vpvr_carry_term_8h_20260711,vpvr_carry_term_8h_20260711/data_loader.py,data_utils,"classes: SourceManifest; functions: _load_1h, _load_funding_8h, _aggregate_8h, load_symbol, load_all",yes,data loading/universe/calendar utilities belong in _shared/data,140
vpvr_carry_term_8h_20260711,vpvr_carry_term_8h_20260711/framework_adapter_backtrader.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific backtrader coupling,370
vpvr_carry_term_8h_20260711,vpvr_carry_term_8h_20260711/framework_adapter_freqtrade.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific vectorbt coupling; framework-specific backtrader coupling; framework-specific freqtrade coupling,399
vpvr_carry_term_8h_20260711,vpvr_carry_term_8h_20260711/framework_adapter_vectorbt.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific vectorbt coupling,449
vpvr_carry_term_8h_20260711,vpvr_carry_term_8h_20260711/run_backtest.py,data_utils,"functions: _summarise, _write_trades_csv, _write_equity_csv, main",maybe,orchestration helpers can be templated in _shared/templates,156
vpvr_carry_term_8h_20260711,vpvr_carry_term_8h_20260711/strategy.py,entry,strategy entry/run script,maybe,entry files are strategy-specific but can inspire templates,303
vpvr_edge_zscore_15m_only_20260720,vpvr_edge_zscore_15m_only_20260720/run_backtest.py,data_utils,"functions: _sanitize, _daily_resampled_sharpe, _compute_metrics, _slice_window, _run_walk_forward",maybe,orchestration helpers can be templated in _shared/templates,487
vpvr_edge_zscore_15m_only_20260720,vpvr_edge_zscore_15m_only_20260720/smoke_backtest.py,anti_pattern,strategy-specific or duplicated code,no,one-off diagnostic/script not reusable,116
vpvr_edge_zscore_15m_only_20260720,vpvr_edge_zscore_15m_only_20260720/strategy.py,entry,strategy entry/run script,maybe,entry files are strategy-specific but can inspire templates,318
vpvr_edge_zscore_multi_tf_1m_15m_2h_20260720,vpvr_edge_zscore_multi_tf_1m_15m_2h_20260720/build_signals.py,signal_generation,"functions: _atr, _ema, _vpvr_snapshot_levels, _shifted_snapshot_per_bar, _zscore",yes,generic indicator/signal functions should migrate to _shared/indicators,535
vpvr_edge_zscore_multi_tf_1m_15m_2h_20260720,vpvr_edge_zscore_multi_tf_1m_15m_2h_20260720/data_loader.py,data_utils,"functions: _load_ohlcv, load_tf, load_all, default_symbols",yes,data loading/universe/calendar utilities belong in _shared/data,146
vpvr_edge_zscore_multi_tf_1m_15m_2h_20260720,vpvr_edge_zscore_multi_tf_1m_15m_2h_20260720/run_backtest.py,data_utils,"functions: _daily_resampled_sharpe, _compute_metrics, _slice_window, _tf_freq, _sanitize",maybe,orchestration helpers can be templated in _shared/templates,620
vpvr_edge_zscore_multi_tf_1m_15m_2h_20260720,vpvr_edge_zscore_multi_tf_1m_15m_2h_20260720/smoke_backtest.py,anti_pattern,strategy-specific or duplicated code,no,one-off diagnostic/script not reusable,137
vpvr_edge_zscore_multi_tf_1m_15m_2h_20260720,vpvr_edge_zscore_multi_tf_1m_15m_2h_20260720/strategy.py,entry,strategy entry/run script,maybe,entry files are strategy-specific but can inspire templates,373
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_asym_4h_20260713/data_loader.py,data_utils,"functions: _load_4h, _load_funding, load_symbol, load_all",yes,data loading/universe/calendar utilities belong in _shared/data,70
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_asym_4h_20260713/framework_adapter_backtrader.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific backtrader coupling; framework-specific freqtrade coupling,245
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_asym_4h_20260713/framework_adapter_freqtrade.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific freqtrade coupling,230
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_asym_4h_20260713/framework_adapter_vectorbt.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific vectorbt coupling; framework-specific backtrader coupling; framework-specific freqtrade coupling,350
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_asym_4h_20260713/run_backtest.py,data_utils,"functions: _bars_per_year, _summarise, _write_trades_csv, _write_equity_csv, main",maybe,orchestration helpers can be templated in _shared/templates,187
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_asym_4h_20260713/strategy.py,entry,strategy entry/run script,maybe,entry files are strategy-specific but can inspire templates,225
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_aware_v1_20260711/audit_maxdd.py,anti_pattern,strategy-specific or duplicated code,no,framework-specific backtrader coupling; framework-specific freqtrade coupling,219
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_aware_v1_20260711/data_loader.py,data_utils,"functions: _load_4h, _load_funding, load_symbol, load_all, main",yes,data loading/universe/calendar utilities belong in _shared/data,85
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_aware_v1_20260711/framework_adapter_backtrader.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific backtrader coupling; framework-specific freqtrade coupling,263
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_aware_v1_20260711/framework_adapter_freqtrade.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific freqtrade coupling,243
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_aware_v1_20260711/framework_adapter_vectorbt.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific vectorbt coupling; framework-specific backtrader coupling; framework-specific freqtrade coupling,357
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_aware_v1_20260711/run_backtest.py,data_utils,"functions: _bars_per_year, _summarise, _write_trades_csv, _write_equity_csv, main",maybe,orchestration helpers can be templated in _shared/templates,240
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_aware_v1_20260711/strategy.py,entry,strategy entry/run script,maybe,entry files are strategy-specific but can inspire templates,319
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_aware_v1_20260711/walk_forward.py,data_utils,"functions: _bars_per_year, _annualised_sharpe, _bootstrap_ci, _build_folds, main",yes,data loading/universe/calendar utilities belong in _shared/data,212
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_carry_asym_v2_20260718/build_signals.py,signal_generation,"functions: _atr, _align_to_1m, build_signals",yes,generic indicator/signal functions should migrate to _shared/indicators,153
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_carry_asym_v2_20260718/data_loader.py,data_utils,"functions: _load_ohlcv, _load_funding_events, load_tf, load_funding, load_all",yes,data loading/universe/calendar utilities belong in _shared/data,111
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_carry_asym_v2_20260718/funding_signal.py,signal_generation,functions: compute_funding_ema_signal,yes,generic indicator/signal functions should migrate to _shared/indicators,123
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_carry_asym_v2_20260718/run_backtest.py,data_utils,"functions: _slice_window, _tf_freq, _bootstrap_ci_lower, _sanitize, _run_fold",maybe,orchestration helpers can be templated in _shared/templates,358
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_carry_asym_v2_20260718/run_cpcv.py,data_utils,"functions: _bar_to_periods_per_year, _build_strategy_returns, _strategy_factory, _sanitize, main",yes,data loading/universe/calendar utilities belong in _shared/data,268
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_carry_asym_v2_20260718/state_machine.py,signal_generation,"classes: Trade; functions: _state_machine, run_backtest, compute_metrics",yes,generic indicator/signal functions should migrate to _shared/indicators,337
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_carry_asym_v2_20260718/trend_filter.py,signal_generation,functions: build_trend_filter,yes,generic indicator/signal functions should migrate to _shared/indicators,53
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_carry_asym_v2_20260718/vpvr_levels_band.py,signal_generation,"functions: _vpvr_snapshot_band, build_vpvr_band",yes,generic indicator/signal functions should migrate to _shared/indicators,145
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_hvn_lvn_20260718/vpvr_funding_hvn_lvn_backtest.py,data_utils,"classes: Trade; functions: _load_ohlcv, _load_funding, _atr, _build_vpvr_table, _nearest_lvn_above",yes,data loading/universe/calendar utilities belong in _shared/data,822
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_hvn_lvn_confluence_20260718/framework_adapter_backtrader.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific backtrader coupling,377
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_hvn_lvn_confluence_20260718/vpvr_funding_hvn_lvn_confluence_backtest.py,data_utils,"classes: Trade; functions: _load_ohlcv, _load_funding, _atr, _build_vpvr_table, _nearest_lvn_above",yes,data loading/universe/calendar utilities belong in _shared/data,820
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_regime_15m_20260711/data_loader.py,data_utils,"functions: _load_15m, _load_funding, load_all",yes,data loading/universe/calendar utilities belong in _shared/data,54
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_regime_15m_20260711/framework_adapter_backtrader.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific backtrader coupling; framework-specific freqtrade coupling,293
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_regime_15m_20260711/framework_adapter_vectorbt.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific vectorbt coupling; framework-specific backtrader coupling; framework-specific freqtrade coupling,294
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_regime_15m_20260711/run_backtest.py,data_utils,"functions: _summarise, _write_trades, _write_equity, main",maybe,orchestration helpers can be templated in _shared/templates,131
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_regime_15m_20260711/strategy.py,entry,strategy entry/run script,maybe,entry files are strategy-specific but can inspire templates,359
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_reset_window_1h_20260715/data_loader.py,data_utils,"functions: _first_existing, _to_naive_utc, _load_1h, _load_funding, load_symbol",yes,data loading/universe/calendar utilities belong in _shared/data,111
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_reset_window_1h_20260715/framework_adapter_backtrader.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific backtrader coupling; framework-specific freqtrade coupling,219
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_reset_window_1h_20260715/framework_adapter_freqtrade.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific freqtrade coupling,196
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_reset_window_1h_20260715/framework_adapter_vectorbt.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific vectorbt coupling; framework-specific backtrader coupling; framework-specific freqtrade coupling,234
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_reset_window_1h_20260715/run_backtest.py,data_utils,"functions: _bars_per_year, _summarise, _write_trades_csv, _write_equity_csv, main",maybe,orchestration helpers can be templated in _shared/templates,192
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_reset_window_1h_20260715/strategy.py,entry,strategy entry/run script,maybe,entry files are strategy-specific but can inspire templates,317
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_term_curve_1h_20260714/data_loader.py,data_utils,"functions: _load_1h, _load_funding, load_symbol, load_all",yes,data loading/universe/calendar utilities belong in _shared/data,64
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_term_curve_1h_20260714/framework_adapter_backtrader.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific backtrader coupling; framework-specific freqtrade coupling,312
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_term_curve_1h_20260714/framework_adapter_freqtrade.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific freqtrade coupling,300
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_term_curve_1h_20260714/framework_adapter_vectorbt.py,anti_pattern,strategy-specific or duplicated code,no,framework adapter duplicated per strategy; framework-specific vectorbt coupling; framework-specific backtrader coupling; framework-specific freqtrade coupling,403
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_term_curve_1h_20260714/run_backtest.py,data_utils,"functions: _bars_per_year, _summarise, _write_trades_csv, _write_equity_csv, main",maybe,orchestration helpers can be templated in _shared/templates,182
vpvr_funding,_graveyard/vpvr_funding/vpvr_funding_term_curve_1h_20260714/strategy.py,entry,strategy entry/run script,maybe,entry files are strategy-specific but can inspire templates,305
vpvr_micro_reversion_1h_funding_filter_20260710,vpvr_micro_reversion_1h_funding_filter_20260710/data_loader.py,data_utils,"classes: SourceManifest; functions: _sha256, build_source_manifest, _read_1h, load_symbol_1h, load_all",yes,data loading/universe/calendar utilities belong in _shared/data,143
